User_ID,Industry,Job_Role,Location,Experience_Years,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Productivity_Gain_Percent,Adoption_Date
USR-8999015A,Marketing,Social Media Manager,North America,11,ChatGPT (OpenAI),3880,1,3.5,2023-09-01
USR-4D8F2412,Healthcare,Medical Researcher,Latin America,25,ChatGPT (OpenAI),8840,1,14.7,2024-02-01
USR-CFA28046,Software Development,DevOps Engineer,Asia-Pacific,9,Claude (Anthropic),5408,2,4.6,2024-11-17
USR-E832A52A,Software Development,QA Tester,Asia-Pacific,21,GitHub Copilot,23184,3,36.1,2023-11-19
USR-F0C324AD,Creative & Design,Video Editor,North America,18,ChatGPT (OpenAI),13610,2,9.0,2024-09-23
USR-5569789D,Healthcare,Healthcare Analyst,North America,9,Claude (Anthropic),1702,1,1.9,2024-01-14
USR-A8479D1A,Finance,Financial Analyst,North America,25,Perplexity,2566,3,2.9,2023-07-10
USR-D1CA360F,Software Development,DevOps Engineer,North America,6,Claude (Anthropic),6637,1,8.2,2023-04-20
USR-EF153EC0,Marketing,SEO Specialist,Asia-Pacific,22,ChatGPT (OpenAI),3443,2,5.6,2024-07-30
USR-947FBC22,Creative & Design,Graphic Designer,North America,4,Gemini (Google),5829,1,5.6,2023-09-14
USR-588AC5C4,Marketing,Content Writer,Middle East & Africa,4,ChatGPT (OpenAI),11830,2,20.4,2024-11-23
USR-CC75143A,Marketing,Content Writer,North America,13,ChatGPT (OpenAI),10710,1,6.6,2024-07-26
USR-E11AF11B,Finance,Investment Banker,North America,9,ChatGPT (OpenAI),5664,3,10.0,2024-04-18
USR-12FB21F4,Creative & Design,Graphic Designer,North America,11,Midjourney,2094,1,2.3,2021-09-19
USR-08F99758,Healthcare,Medical Researcher,North America,14,ChatGPT (OpenAI),1656,1,2.6,2023-12-16
USR-7793E0F7,Education,Instructional Designer,Europe,12,Claude (Anthropic),1034,3,1.9,2023-07-30
USR-C2CCDAC4,Software Development,QA Tester,North America,24,GitHub Copilot,40871,9,71.8,2025-06-12
USR-EF65B110,Healthcare,Medical Researcher,Latin America,8,Claude (Anthropic),10674,1,10.0,2024-05-12
USR-4EAD2EA4,Creative & Design,Illustrator,Europe,12,Perplexity,9718,1,12.1,2024-10-26
USR-9718144E,Education,Teacher,North America,20,Gemini (Google),6365,1,10.3,2023-03-20
USR-A61B0B22,Software Development,QA Tester,Latin America,2,ChatGPT (OpenAI),11166,3,26.3,2023-10-06
USR-3BF005CF,Marketing,SEO Specialist,North America,10,Claude (Anthropic),2937,2,4.6,2024-10-23
USR-82DE8FCB,Creative & Design,Illustrator,Asia-Pacific,19,Midjourney,2943,3,4.7,2023-11-15
USR-EC077F8E,Marketing,Marketing Analyst,North America,17,ChatGPT (OpenAI),14146,2,19.0,2024-10-01
USR-B083FBF4,Education,Teacher,North America,11,ChatGPT (OpenAI),3126,2,4.3,2026-04-25
USR-1C8DB2DC,Healthcare,Medical Researcher,North America,1,Claude (Anthropic),4723,3,7.8,2023-09-27
USR-908CCC1D,Creative & Design,UI/UX Designer,North America,4,Midjourney,988,3,0.7,2026-01-11
USR-F6EAAED1,Finance,Investment Banker,North America,13,Claude (Anthropic),7527,1,13.5,2023-02-27
USR-49DD8F7E,Software Development,Software Engineer,Europe,10,ChatGPT (OpenAI),14825,2,19.9,2024-06-17
USR-B5F820C7,Software Development,Data Scientist,Europe,23,Claude (Anthropic),11775,2,23.5,2023-06-22
USR-BCB82FF6,Healthcare,Medical Researcher,Europe,13,Perplexity,9358,2,20.8,2024-05-19
USR-45B8C58E,Finance,Accountant,North America,2,ChatGPT (OpenAI),12568,1,12.6,2023-01-08
USR-3D5DBE32,Education,Student,North America,1,ChatGPT (OpenAI),7134,3,10.8,2023-08-06
USR-904547F1,Finance,Financial Analyst,Asia-Pacific,20,Claude (Anthropic),8646,2,5.5,2023-10-29
USR-A9247C10,Software Development,QA Tester,North America,3,ChatGPT (OpenAI),5075,1,6.3,2024-05-02
USR-A6FA44D2,Finance,Accountant,Asia-Pacific,3,Perplexity,8740,2,11.3,2024-04-27
USR-FB5C845D,Healthcare,Medical Researcher,North America,3,Perplexity,1366,1,2.0,2024-03-24
USR-C3837F11,Finance,Investment Banker,Europe,17,Claude (Anthropic),7939,1,12.2,2022-11-04
USR-09FA504D,Education,Professor,Asia-Pacific,5,Midjourney,1624,3,2.7,2023-12-15
USR-C5DF182A,Education,Instructional Designer,Asia-Pacific,3,Claude (Anthropic),10180,1,12.5,2024-08-08
USR-58DAAFE9,Education,Professor,Latin America,13,Gemini (Google),2776,1,2.3,2024-11-27
USR-9CF4DB62,Education,Professor,Middle East & Africa,18,ChatGPT (OpenAI),3124,1,1.9,2023-01-27
USR-6B920EB3,Healthcare,Clinical Admin,North America,24,Claude (Anthropic),6623,1,11.3,2021-12-19
USR-92EF102D,Marketing,SEO Specialist,Europe,14,Gemini (Google),5197,1,6.2,2024-09-23
USR-FFCD8242,Creative & Design,Graphic Designer,Asia-Pacific,24,ChatGPT (OpenAI),9512,1,12.5,2024-06-23
USR-5DE11EB9,Finance,Accountant,North America,25,ChatGPT (OpenAI),1252,2,1.5,2024-03-29
USR-F5DE8DF3,Software Development,Software Engineer,North America,16,GitHub Copilot,42711,5,46.8,2024-05-10
USR-61C0F7F0,Education,Instructional Designer,Asia-Pacific,5,ChatGPT (OpenAI),2633,2,3.0,2025-11-08
USR-268AC7FC,Finance,Investment Banker,Asia-Pacific,25,Gemini (Google),1695,2,2.4,2024-11-04
USR-5A24C4A6,Software Development,Software Engineer,North America,17,Perplexity,16062,1,19.3,2024-08-01
USR-C9C0C941,Healthcare,Clinical Admin,North America,12,ChatGPT (OpenAI),2406,2,2.7,2021-07-06
USR-F1517E9A,Software Development,DevOps Engineer,Asia-Pacific,20,GitHub Copilot,37995,5,49.6,2023-11-08
USR-E81A653A,Software Development,Software Engineer,Asia-Pacific,23,ChatGPT (OpenAI),2256,3,1.3,2024-04-20
USR-3B6262F1,Creative & Design,Graphic Designer,North America,12,Midjourney,1629,2,1.6,2021-08-16
USR-09A690D1,Finance,Accountant,Latin America,2,Perplexity,2289,1,5.3,2023-10-06
USR-8BCB45DD,Creative & Design,UI/UX Designer,Asia-Pacific,25,Midjourney,3452,3,3.6,2023-03-31
USR-48E5BDDB,Marketing,Social Media Manager,Asia-Pacific,5,Perplexity,12060,3,23.6,2021-02-27
USR-24EB0544,Marketing,Marketing Analyst,North America,19,ChatGPT (OpenAI),2616,1,1.6,2025-06-22
USR-D34ABEEE,Marketing,Social Media Manager,North America,11,Claude (Anthropic),1189,2,0.5,2023-01-08
USR-D7FDAF7D,Finance,Accountant,Asia-Pacific,23,ChatGPT (OpenAI),7594,1,14.2,2025-08-17
USR-3D8FE26C,Software Development,QA Tester,Latin America,15,ChatGPT (OpenAI),5603,2,6.3,2024-12-04
USR-ABF38A74,Finance,Investment Banker,North America,8,ChatGPT (OpenAI),9965,3,5.7,2023-08-17
USR-DA352C74,Software Development,DevOps Engineer,North America,10,GitHub Copilot,30254,3,26.3,2023-10-12
USR-8BB738FA,Healthcare,Clinical Admin,Latin America,7,Claude (Anthropic),6521,1,11.1,2024-02-25
USR-97FF0A6B,Education,Student,Europe,2,Gemini (Google),3206,1,4.1,2023-02-28
USR-3A21CEDA,Finance,Investment Banker,Asia-Pacific,11,Gemini (Google),1252,3,2.7,2024-08-11
USR-5697DF19,Marketing,SEO Specialist,North America,19,Perplexity,3145,1,3.1,2023-09-27
USR-C7BB07C2,Software Development,QA Tester,Europe,2,Claude (Anthropic),5705,2,2.6,2024-03-17
USR-D809F469,Healthcare,Healthcare Analyst,Europe,21,Claude (Anthropic),6556,1,7.6,2024-09-13
USR-34D70BFB,Software Development,QA Tester,Asia-Pacific,10,GitHub Copilot,21563,6,51.5,2025-11-09
USR-FC3A166A,Software Development,Data Scientist,Asia-Pacific,11,Gemini (Google),5547,3,4.2,2024-12-13
USR-9EF2ABF2,Healthcare,Healthcare Analyst,Asia-Pacific,7,ChatGPT (OpenAI),7787,3,5.5,2024-03-22
USR-44AB15A8,Creative & Design,Video Editor,Europe,8,Midjourney,1825,3,2.9,2026-05-26
USR-2E200285,Marketing,Social Media Manager,Asia-Pacific,3,Claude (Anthropic),1702,1,1.7,2025-02-27
USR-328B1FD8,Marketing,Content Writer,Europe,12,Claude (Anthropic),16204,1,16.9,2023-12-28
USR-DE872550,Creative & Design,Graphic Designer,North America,3,Midjourney,2087,1,3.3,2024-07-07
USR-5306892F,Software Development,Software Engineer,North America,10,GitHub Copilot,22738,2,23.7,2023-03-25
USR-2292977D,Software Development,DevOps Engineer,Latin America,11,Perplexity,8559,1,14.2,2024-04-05
USR-595E2064,Finance,Investment Banker,North America,4,ChatGPT (OpenAI),11119,1,19.2,2023-07-29
USR-F7594ED9,Marketing,SEO Specialist,Asia-Pacific,14,Perplexity,11851,2,20.6,2023-03-16
USR-ACC9487A,Marketing,Social Media Manager,North America,18,ChatGPT (OpenAI),12308,2,20.0,2021-09-30
USR-3458816D,Education,Professor,Europe,25,ChatGPT (OpenAI),1785,2,1.8,2024-03-02
USR-8DE281FA,Creative & Design,Illustrator,North America,22,Midjourney,1222,1,1.7,2023-02-15
USR-8D9C7C79,Software Development,QA Tester,North America,24,Claude (Anthropic),2673,2,2.7,2024-06-26
USR-BA52018F,Healthcare,Clinical Admin,Europe,4,ChatGPT (OpenAI),7007,3,5.1,2025-06-17
USR-398C8B41,Creative & Design,UI/UX Designer,Europe,11,Midjourney,2145,3,3.4,2024-05-28
USR-8FECE169,Finance,Accountant,North America,4,Perplexity,2215,1,5.2,2023-06-24
USR-7B4AD722,Marketing,Marketing Analyst,North America,11,ChatGPT (OpenAI),11348,1,13.3,2025-06-02
USR-579C5345,Marketing,Marketing Analyst,North America,1,Claude (Anthropic),2636,1,1.9,2021-03-08
USR-9E05CF69,Marketing,Content Writer,Europe,5,ChatGPT (OpenAI),16843,2,26.5,2025-09-05
USR-79A384E3,Creative & Design,Graphic Designer,Europe,18,Midjourney,1791,3,1.0,2025-07-14
USR-6137B7E6,Finance,Accountant,Europe,19,Perplexity,5296,1,9.2,2021-03-13
USR-0A66FC07,Finance,Accountant,North America,25,ChatGPT (OpenAI),4539,3,7.5,2023-11-21
USR-C36B147B,Healthcare,Medical Researcher,North America,5,ChatGPT (OpenAI),5961,1,7.1,2025-11-28
USR-4EBC2DB7,Marketing,Marketing Analyst,Europe,6,ChatGPT (OpenAI),11456,1,11.2,2023-06-12
USR-5C6554B3,Education,Teacher,Europe,16,Gemini (Google),7936,1,6.1,2024-04-24
USR-9010893D,Healthcare,Clinical Admin,North America,7,Gemini (Google),6512,1,14.0,2021-11-11
USR-BDCFA7BC,Software Development,DevOps Engineer,North America,8,GitHub Copilot,39683,7,66.3,2024-06-22
USR-F4D220BF,Healthcare,Clinical Admin,Asia-Pacific,5,ChatGPT (OpenAI),5177,2,7.0,2026-01-30
USR-1067F7ED,Healthcare,Healthcare Analyst,North America,8,ChatGPT (OpenAI),14857,2,20.3,2023-06-26
USR-223D7D10,Education,Professor,North America,24,Gemini (Google),8212,1,14.0,2024-10-02
USR-CC142ECD,Finance,Investment Banker,Europe,8,Claude (Anthropic),1247,3,0.7,2024-06-15
USR-95AA6D1C,Education,Instructional Designer,North America,4,Claude (Anthropic),14858,1,10.1,2026-04-11
USR-9AF691F1,Marketing,SEO Specialist,Europe,7,ChatGPT (OpenAI),7105,2,8.3,2023-04-03
USR-6C0BFBD3,Software Development,Software Engineer,Europe,8,GitHub Copilot,49019,10,76.4,2023-07-03
USR-AF62A074,Software Development,QA Tester,Europe,5,Claude (Anthropic),15877,1,19.8,2024-07-25
USR-FDD8CA24,Marketing,SEO Specialist,Middle East & Africa,2,Perplexity,9995,2,23.5,2023-04-13
USR-6E88A198,Creative & Design,Graphic Designer,North America,5,Midjourney,2139,2,4.5,2023-02-16
USR-4937ECA1,Marketing,Content Writer,Middle East & Africa,11,Gemini (Google),2125,1,1.5,2024-05-03
USR-76A71728,Finance,Accountant,Asia-Pacific,24,ChatGPT (OpenAI),2419,1,3.9,2023-07-25
USR-D7B3D579,Creative & Design,Video Editor,North America,2,Midjourney,790,1,1.1,2024-07-14
USR-B9E1503B,Healthcare,Healthcare Analyst,Asia-Pacific,19,ChatGPT (OpenAI),1117,1,1.5,2025-01-30
USR-6A329E9A,Education,Teacher,Middle East & Africa,14,Claude (Anthropic),2748,2,2.6,2023-02-18
USR-2E0BAD6C,Education,Professor,Europe,9,Claude (Anthropic),11679,2,26.2,2023-12-16
USR-5D6183FC,Software Development,DevOps Engineer,North America,13,ChatGPT (OpenAI),15513,2,24.8,2023-08-12
USR-D5E89828,Marketing,Marketing Analyst,North America,15,ChatGPT (OpenAI),7167,1,11.0,2023-01-11
USR-59FAF5D4,Creative & Design,Illustrator,North America,8,Midjourney,1536,2,1.9,2024-01-09
USR-21449052,Marketing,Marketing Analyst,North America,16,Perplexity,5147,1,5.0,2024-05-29
USR-71A677F4,Education,Student,North America,25,Claude (Anthropic),1202,1,2.2,2021-09-16
USR-0A67B329,Finance,Investment Banker,North America,10,ChatGPT (OpenAI),1379,1,2.9,2024-04-28
USR-58378A89,Healthcare,Healthcare Analyst,Europe,9,ChatGPT (OpenAI),12305,2,23.5,2024-02-20
USR-F87E82FA,Marketing,Content Writer,Europe,25,Gemini (Google),9461,3,7.7,2024-06-02
USR-4D7F00C5,Marketing,Social Media Manager,Asia-Pacific,1,Perplexity,10370,1,12.5,2023-10-03
USR-CE3A3BDE,Education,Instructional Designer,North America,15,Claude (Anthropic),11852,1,13.2,2021-05-18
USR-803BAA6E,Marketing,Social Media Manager,Europe,19,ChatGPT (OpenAI),10105,1,15.6,2022-09-23
USR-8AAB6F41,Education,Instructional Designer,North America,16,ChatGPT (OpenAI),2904,2,6.8,2022-11-24
USR-4263BE87,Finance,Investment Banker,Asia-Pacific,14,Claude (Anthropic),5946,1,6.2,2023-01-27
USR-9FEF3168,Education,Teacher,Latin America,19,ChatGPT (OpenAI),11829,1,10.2,2023-04-23
USR-5F92770E,Education,Teacher,Asia-Pacific,13,ChatGPT (OpenAI),1046,2,1.0,2022-06-05
USR-C1403F0E,Finance,Accountant,North America,23,Gemini (Google),17176,1,15.0,2024-03-27
USR-B60EDB53,Creative & Design,Graphic Designer,North America,12,Claude (Anthropic),8694,1,13.7,2024-09-26
USR-FC6B180E,Software Development,Software Engineer,North America,18,ChatGPT (OpenAI),8224,1,12.6,2022-01-24
USR-C4E3425A,Creative & Design,Illustrator,North America,3,ChatGPT (OpenAI),9959,1,17.4,2024-11-21
USR-0D3FF9E3,Software Development,Data Scientist,Asia-Pacific,6,ChatGPT (OpenAI),7290,1,11.6,2023-06-22
USR-5CDF8AA7,Marketing,Marketing Analyst,Europe,4,Gemini (Google),9805,3,4.4,2023-09-15
USR-3030E091,Healthcare,Medical Researcher,North America,9,ChatGPT (OpenAI),11688,1,9.7,2026-04-18
USR-82F4C0E8,Software Development,Software Engineer,North America,17,GitHub Copilot,21994,4,34.4,2023-10-19
USR-E9283C6C,Marketing,Marketing Analyst,North America,22,Claude (Anthropic),7816,3,6.4,2023-05-26
USR-EE0243CA,Finance,Accountant,Latin America,23,Claude (Anthropic),6538,1,8.6,2022-04-18
USR-5F1F3BA9,Software Development,QA Tester,Europe,14,GitHub Copilot,53139,8,76.2,2022-08-07
USR-FCD2F3F0,Education,Teacher,Asia-Pacific,22,ChatGPT (OpenAI),14593,1,15.6,2023-10-11
USR-A22EF818,Finance,Financial Analyst,Middle East & Africa,10,ChatGPT (OpenAI),3226,3,3.2,2024-08-03
USR-25171755,Software Development,QA Tester,North America,22,GitHub Copilot,13645,3,26.0,2024-10-12
USR-AFC50033,Education,Professor,North America,13,Perplexity,8940,2,16.7,2024-05-25
USR-487F887F,Software Development,Data Scientist,Europe,22,Gemini (Google),5461,1,10.1,2024-07-06
USR-95596805,Creative & Design,Graphic Designer,North America,16,Midjourney,688,3,0.7,2024-02-23
USR-A5B9D6AA,Healthcare,Healthcare Analyst,Europe,14,Perplexity,6697,2,3.7,2024-02-05
USR-B28B2D7D,Education,Student,Europe,19,Gemini (Google),2904,2,5.5,2021-05-13
USR-53C3FD0B,Creative & Design,Graphic Designer,North America,22,ChatGPT (OpenAI),7996,1,6.2,2022-05-14
USR-7BC4DE69,Education,Professor,Asia-Pacific,22,Midjourney,2674,2,2.0,2023-09-03
USR-E5D3855C,Creative & Design,Illustrator,North America,18,ChatGPT (OpenAI),15436,1,13.9,2023-07-31
USR-56B1C909,Education,Professor,North America,19,ChatGPT (OpenAI),6672,2,8.9,2021-02-10
USR-7F643D12,Creative & Design,Video Editor,Europe,4,ChatGPT (OpenAI),11800,1,19.7,2023-09-15
USR-1C46C0FE,Marketing,Social Media Manager,Europe,14,ChatGPT (OpenAI),9504,1,10.0,2023-05-04
USR-BC322384,Marketing,Content Writer,Latin America,11,Midjourney,2317,3,4.6,2024-02-10
USR-0A21251F,Healthcare,Clinical Admin,Europe,11,Claude (Anthropic),1628,3,1.6,2022-05-06
USR-E472A771,Marketing,SEO Specialist,Asia-Pacific,25,ChatGPT (OpenAI),10254,2,17.8,2026-03-20
USR-F21D6C0C,Healthcare,Clinical Admin,Europe,13,Gemini (Google),17203,3,25.3,2023-07-06
USR-1375C862,Healthcare,Clinical Admin,Europe,16,Perplexity,10414,1,11.2,2022-06-28
USR-A0B80360,Healthcare,Healthcare Analyst,North America,21,ChatGPT (OpenAI),4024,1,8.0,2023-01-18
USR-4930EB8C,Software Development,Software Engineer,Asia-Pacific,3,ChatGPT (OpenAI),7327,3,9.1,2024-12-22
USR-8CD48435,Marketing,Marketing Analyst,Europe,11,ChatGPT (OpenAI),8202,1,6.5,2021-10-30
USR-88B1D2CA,Marketing,Marketing Analyst,North America,15,Claude (Anthropic),5208,2,4.3,2025-01-08
USR-4CE8DD63,Finance,Accountant,Asia-Pacific,24,Claude (Anthropic),11294,1,18.0,2022-07-17
USR-5383E211,Finance,Investment Banker,Europe,6,ChatGPT (OpenAI),16340,3,25.2,2024-03-18
USR-00C67F20,Software Development,Software Engineer,Asia-Pacific,12,Claude (Anthropic),13323,1,15.6,2023-04-25
USR-2BF8EB7C,Healthcare,Healthcare Analyst,Europe,5,ChatGPT (OpenAI),12338,2,18.3,2024-12-19
USR-CA3222B9,Education,Teacher,North America,4,ChatGPT (OpenAI),10599,1,10.6,2021-11-19
USR-2F40A435,Finance,Financial Analyst,Asia-Pacific,3,ChatGPT (OpenAI),2465,3,4.2,2022-09-03
USR-9E2C1A9D,Creative & Design,Illustrator,Asia-Pacific,22,Midjourney,1565,2,1.8,2025-10-28
USR-3DB09165,Marketing,Marketing Analyst,Europe,23,Gemini (Google),9674,1,6.5,2024-09-08
USR-170BA069,Healthcare,Clinical Admin,Latin America,16,ChatGPT (OpenAI),2193,2,3.6,2023-10-02
USR-ABA2D6F0,Marketing,Social Media Manager,North America,16,ChatGPT (OpenAI),10040,1,15.7,2024-06-18
USR-A1F58C74,Education,Teacher,North America,23,Claude (Anthropic),2859,3,1.9,2023-01-28
USR-ED66ABE9,Creative & Design,UI/UX Designer,Asia-Pacific,5,Midjourney,3069,2,4.7,2024-10-02
USR-3FA8E70A,Creative & Design,Video Editor,North America,2,Midjourney,1765,2,1.8,2023-03-16
USR-FD155C87,Creative & Design,Graphic Designer,North America,24,Midjourney,1230,2,1.0,2023-06-17
USR-AFC0255C,Education,Student,North America,24,Claude (Anthropic),5258,1,6.2,2024-08-10
USR-31532F6D,Education,Professor,North America,24,ChatGPT (OpenAI),3803,1,8.6,2024-12-06
USR-07200D33,Creative & Design,Video Editor,Asia-Pacific,23,Midjourney,948,3,1.6,2023-06-28
USR-FBD258BD,Healthcare,Clinical Admin,Asia-Pacific,6,Midjourney,1667,1,1.5,2023-06-24
USR-21BDF69D,Marketing,Marketing Analyst,North America,4,Perplexity,10528,2,18.8,2021-08-13
USR-521D03E3,Healthcare,Clinical Admin,Europe,5,Perplexity,13802,2,20.8,2023-12-15
USR-193E09D9,Healthcare,Clinical Admin,Europe,2,ChatGPT (OpenAI),10705,1,18.2,2024-02-23
USR-949C2A2F,Marketing,Social Media Manager,Asia-Pacific,15,Perplexity,3428,1,3.4,2024-02-04
USR-44A0071D,Education,Instructional Designer,Europe,18,Perplexity,5829,1,5.2,2021-03-22
USR-3EF0BBAE,Education,Instructional Designer,Europe,5,Perplexity,2411,1,4.9,2025-07-19
USR-427A0411,Creative & Design,UI/UX Designer,Europe,19,ChatGPT (OpenAI),6412,1,4.1,2024-09-08
USR-51A0A413,Finance,Financial Analyst,North America,24,Claude (Anthropic),8360,1,14.4,2022-04-19
USR-3BB199BD,Marketing,SEO Specialist,North America,14,ChatGPT (OpenAI),6326,1,7.3,2024-10-12
USR-FE12865C,Marketing,SEO Specialist,North America,4,ChatGPT (OpenAI),9524,2,19.8,2022-04-28
USR-474D10CB,Software Development,Software Engineer,Europe,16,GitHub Copilot,33559,3,22.4,2023-08-02
USR-6B176148,Marketing,Marketing Analyst,North America,21,ChatGPT (OpenAI),5141,1,12.1,2023-09-09
USR-10016FF0,Finance,Financial Analyst,Europe,8,Perplexity,4157,1,8.1,2023-01-14
USR-3731CA8E,Software Development,DevOps Engineer,North America,7,GitHub Copilot,19844,1,11.7,2023-02-13
USR-5D6B1C02,Education,Student,North America,6,Perplexity,12099,4,29.3,2024-05-07
USR-E1EBC40B,Healthcare,Healthcare Analyst,North America,3,Perplexity,5690,3,5.6,2024-06-18
USR-BF207621,Education,Professor,Europe,24,ChatGPT (OpenAI),6602,1,12.6,2024-02-25
USR-5098FE19,Creative & Design,Illustrator,North America,7,Midjourney,1453,2,0.9,2023-04-13
USR-E6325A14,Healthcare,Clinical Admin,North America,10,ChatGPT (OpenAI),4583,3,6.2,2024-10-29
USR-E6B41899,Marketing,Content Writer,Europe,25,ChatGPT (OpenAI),7750,1,10.1,2023-10-08
USR-2EB08A17,Healthcare,Medical Researcher,Asia-Pacific,6,Perplexity,10358,2,16.9,2021-07-19
USR-F732BE90,Marketing,SEO Specialist,North America,18,Claude (Anthropic),10624,2,19.1,2023-06-01
USR-01CF4D5E,Creative & Design,UI/UX Designer,Asia-Pacific,8,Midjourney,1496,2,0.8,2026-03-12
USR-5661CE54,Healthcare,Clinical Admin,North America,9,ChatGPT (OpenAI),6381,1,5.2,2023-10-08
USR-915139CA,Software Development,Software Engineer,Asia-Pacific,1,ChatGPT (OpenAI),15117,2,17.5,2023-10-13
USR-1BB4CC86,Software Development,DevOps Engineer,Europe,10,ChatGPT (OpenAI),10524,2,18.0,2024-11-08
USR-5D3A0BFC,Creative & Design,UI/UX Designer,North America,10,Midjourney,2534,3,1.6,2021-07-21
USR-90E7BFEA,Marketing,Marketing Analyst,Europe,17,Claude (Anthropic),4677,3,3.5,2021-08-04
USR-3B7CB052,Marketing,Marketing Analyst,North America,12,Claude (Anthropic),13697,1,20.5,2022-03-07
USR-9A19C8F2,Marketing,SEO Specialist,Middle East & Africa,12,ChatGPT (OpenAI),13345,1,10.2,2025-02-26
USR-A75D4BE7,Marketing,Content Writer,Europe,8,ChatGPT (OpenAI),2493,1,1.3,2024-09-09
USR-232A9572,Marketing,Social Media Manager,Asia-Pacific,10,Gemini (Google),12870,2,17.7,2024-02-22
USR-250391BE,Education,Student,Europe,20,ChatGPT (OpenAI),16955,2,19.3,2024-06-30
USR-E5BA29D1,Creative & Design,Illustrator,Europe,20,ChatGPT (OpenAI),11907,1,12.9,2023-12-14
USR-A795A5D9,Software Development,Software Engineer,Europe,15,Gemini (Google),6004,3,7.1,2024-09-19
USR-DDA8E235,Marketing,Social Media Manager,Asia-Pacific,15,ChatGPT (OpenAI),9469,2,18.8,2026-02-19
USR-0D47C8A6,Creative & Design,Graphic Designer,North America,17,Midjourney,1122,2,1.4,2023-03-05
